Title,Artist Display Name,Period,Object Date,Classification,Link Resource
八童子図|Eight Attendants of Fudō Myōō,,Muromachi period (1392–1573),15th century,Paintings,http://www.metmuseum.org/art/collection/search/45607
十二天像(月天)|Getten (Candradeva or Somadeva),,Muromachi period (1392–1573),14th century,Paintings,http://www.metmuseum.org/art/collection/search/45608
十二天像(梵天)|Daibonten (Mahabrahman),,Muromachi period (1392–1573),14th century,Paintings,http://www.metmuseum.org/art/collection/search/45609
十二天像(風天)|Fujin (wind god),,Muromachi period (1392–1573),14th century,Paintings,http://www.metmuseum.org/art/collection/search/45610
十二天像|Twelve Deva Kings (Jūniten),,Muromachi period (1392–1573),16th century,Paintings,http://www.metmuseum.org/art/collection/search/45611
十二天像(梵天)|One of the Twelve Devas: Bonten,,Nanbokuchō period (1336–92),14th century,Paintings,http://www.metmuseum.org/art/collection/search/45612
十二天像(火天)|One of the Twelve Devas: Katen,,Nanbokuchō period (1336–92),14th century,Paintings,http://www.metmuseum.org/art/collection/search/45613
白描印相図巻|Scroll of Mudras,,Heian period (794–1185),11th–12th century,Paintings,http://www.metmuseum.org/art/collection/search/45614
天部諸尊図像抄|Scroll 9 of Collected Iconography (Zuzōshō): Ten (Devas),,Kamakura period (1185–1333),13th century,Paintings,http://www.metmuseum.org/art/collection/search/45615
宗観筆 九曜秘暦図像 |Iconographic Drawings of the Secrets of the Nine Luminaries,Sōkan,Heian period (794–1185),1125,Paintings,http://www.metmuseum.org/art/collection/search/45616
土曜図像|Iconographic Drawing of Saturn,,Heian period (794–1185),12th century,Paintings,http://www.metmuseum.org/art/collection/search/45617
"伝託磨為遠筆　月光菩薩像 「金胎仏画帖」断簡|Gakkō Bosatsu, from “Album of Buddhist Deities from the Diamond World and Womb World Mandalas” (“Kontai butsugajō”)",Takuma Tametō,Heian period (794–1185),mid-12th century,Paintings,http://www.metmuseum.org/art/collection/search/45618
馬鳴菩薩図像|Iconographic Drawing of the Bodhisattva Memyō (Ashvaghosha),,Heian period (794–1185),12th century,Paintings,http://www.metmuseum.org/art/collection/search/45619
金剛夜叉明王|Kongōyasha Myōō,,Heian period (794–1185),12th century,Paintings,http://www.metmuseum.org/art/collection/search/45620
大威徳明王|Daiitoku Myōō,,Heian period (794–1185),12th century,Paintings,http://www.metmuseum.org/art/collection/search/45621
安底羅大将図像(付.裏書)|Anchira-taisho Jochi,,Heian period (794–1185),1164,Paintings,http://www.metmuseum.org/art/collection/search/45622
弁財天十五童子像|Benzaiten and Fifteen Attendants,,Kamakura period (1185–1333),13th century,Paintings,http://www.metmuseum.org/art/collection/search/45623
"『妙法蓮華経』　「薬草喩品第五」の内|“Parable of the Medicinal Herbs,” Chapter 5 of the Lotus Sutra ",Unidentified artist,Heian period (794–1185),12th century,Paintings,http://www.metmuseum.org/art/collection/search/45624
羅漢図（十六羅漢図の内）|Arhat from a series of sixteen Arhats,,Nanbokuchō period (1336–92),14th century,Paintings,http://www.metmuseum.org/art/collection/search/45625
羅漢図 （十六羅漢図の内）|Arhats,,Nanbokuchō period (1336–92),late 14th century,Paintings,http://www.metmuseum.org/art/collection/search/45626
羅漢図|Rakan,Keinin Sumiyoshi,Muromachi period (1392–1573),15th century,Paintings,http://www.metmuseum.org/art/collection/search/45627
鑑真像 (Ganjin zō)|Portrait of Jianzhen,,Muromachi period (1392–1573),15th century,Paintings,http://www.metmuseum.org/art/collection/search/45628
旧山宗英像|Portrait of Kyūzan Sōei,,Edo period (1615–1868),17th century,Paintings,http://www.metmuseum.org/art/collection/search/45629
"聖徳太子孝養図 (Shotoku Taishi kōyō zu)""|Prince Shōtoku at Age Sixteen",Toba Sōjō,Nanbokuchō period (1336–92),14th century,Paintings,http://www.metmuseum.org/art/collection/search/45630
山王本地仏曼荼羅|Mandala of the Sannō Shrine Deities,,Edo period (1615–1868),17th century,Paintings,http://www.metmuseum.org/art/collection/search/45631
,,Edo period (1615–1868),,Paintings,http://www.metmuseum.org/art/collection/search/45632
"一遍上人絵伝「遊行上人縁起絵」 断簡|A Nenbutsu Gathering at Ichiya, Kyoto, from the Illustrated Biography of the Monk Ippen and His Disciple Ta'a (Yugyō Shōnin engi-e)",,Nanbokuchō period (1336–92),late 14th century,Paintings,http://www.metmuseum.org/art/collection/search/45633
元  倪瓚 秋林野興圖 軸|Enjoying the Wilderness in an Autumn Grove,Ni Zan,Yuan dynasty (1271–1368),dated 1339,Paintings,http://www.metmuseum.org/art/collection/search/45635
元  倪瓚  虞山林壑圖  軸|Woods and Valleys of Mount Yu,Ni Zan,Yuan dynasty (1271–1368),dated 1372,Paintings,http://www.metmuseum.org/art/collection/search/45636
元　王蒙　丹崖翠壑圖　軸|Red Cliffs and Green Valleys,Wang Meng,Yuan dynasty (1271–1368),ca. 1367,Paintings,http://www.metmuseum.org/art/collection/search/45637
粟に燕図|Millet and Sparrows,Geiai,Muromachi period (1392–1573),mid-16th century,Paintings,http://www.metmuseum.org/art/collection/search/45638
十二ヶ月花鳥図書画挿絵貼屏風|Birds and Flowers of the Twelve Months with Chinese Calligraphy,Kano School,Muromachi period (1392–1573),"16th century; sheets of poetry, one dated 1553",Paintings,http://www.metmuseum.org/art/collection/search/45639
月見布袋図 (Tsukimi Hotei zu)|Hotei Admiring the Moon,Ikei Shūtoku 惟馨周徳,Edo (1615–1868)–Meiji (1868–1912) period,probably 19th century,Paintings,http://www.metmuseum.org/art/collection/search/45640
,Tenshō Shūbun,Edo period (1615–1868),17th century,Paintings,http://www.metmuseum.org/art/collection/search/45641
,Gakuo Zokyu,Muromachi period (1392–1573),,Paintings,http://www.metmuseum.org/art/collection/search/45642
秋冬景山水図|Landscapes of Autumn and Winter,Tenshō Shūbun,Edo period (1615–1868),17th century,Paintings,http://www.metmuseum.org/art/collection/search/45643
,Sōami,Edo period (1615–1868),17th century,Paintings,http://www.metmuseum.org/art/collection/search/45645
,Sōami,Edo period (1615–1868),17th century,Paintings,http://www.metmuseum.org/art/collection/search/45646
元  趙原 (元)  晴川送客圖  軸|Farewell by a Stream on a Clear Day,Zhao Yuan,Yuan dynasty  (1271–1368),second half 14th century,Paintings,http://www.metmuseum.org/art/collection/search/45647
,Yōgetsu,Edo period (1615–1868),probably 18th or 19th century,Paintings,http://www.metmuseum.org/art/collection/search/45648
,Sesshū Tōyō 雪舟等楊,Edo period (1615–1868),17th century,Paintings,http://www.metmuseum.org/art/collection/search/45649
元/明   趙原   倣燕文貴范寬山水圖 元/明   沈巽竹石   合卷|Landscape,Zhao Yuan,Yuan (1271–1368) or Ming (1368–1644) dynasty,late 14th century,Paintings,http://www.metmuseum.org/art/collection/search/45650
,Sesson Shūkei,Edo period (1615–1868),17th century,Paintings,http://www.metmuseum.org/art/collection/search/45651
元   方從義  雲山圖    卷|Cloudy Mountains,Fang Congyi,Yuan (1271–1368),ca. 1360–70,Paintings,http://www.metmuseum.org/art/collection/search/45652
,Soga Chokuan,Edo (1615–1868)–Meji period (1868–1912,probably 19th century,Paintings,http://www.metmuseum.org/art/collection/search/45653
,Kano School,Edo period (1615–1868),17th century,Paintings,http://www.metmuseum.org/art/collection/search/45654
元/明  呂敬甫  花蝶圖  軸 	|Flowers,Lü Jingfu,Ming dynasty (1368–1644),14th century,Paintings,http://www.metmuseum.org/art/collection/search/45655
元末明初    佚名    絹本設色    嬰戯圖  軸|Children playing in the palace garden,Unidentified artist,late Yuan (1271–1368)–early Ming (1368–1644) dynasty,late 13th–15th century,Paintings,http://www.metmuseum.org/art/collection/search/45656
元/明   趙原   倣燕文貴范寬山水圖  元/明   沈巽竹石   合卷|Bamboo grove,Shen Xun,Yuan (1271–1368) or Ming (1368–1644) dynasty,late 14th century,Paintings,http://www.metmuseum.org/art/collection/search/45658
元/明   吳伯理   流水松風圖   軸|Dragon pine,Wu Boli,Ming dynasty (1368–1644),late 14th–early 15th century,Paintings,http://www.metmuseum.org/art/collection/search/45659
明    王紱    江山漁樂圖    卷|Joys of the Fisherman,Wang Fu,Ming dynasty (1368–1644),ca. 1410,Paintings,http://www.metmuseum.org/art/collection/search/45661
"元/明   佚名  古木竹禽圖   團扇|Old Tree, Bamboo, and Birds",Unidentified artist,Ming dynasty (1368–1644),late 14th–early 15th century,Paintings,http://www.metmuseum.org/art/collection/search/45662
明  佚名  溪鹿圖  冊頁|Deer by a Pine Stream,Unidentified artist,Ming dynasty (1368–1644),early 15th century,Paintings,http://www.metmuseum.org/art/collection/search/45663
明	佚名	樓觀松風圖	團扇|Palaces among Autumn Mountains,Unidentified artist,Ming dynasty (1368–1644),,Paintings,http://www.metmuseum.org/art/collection/search/45664
明  佚名  樓閣江帆圖  團扇|Village and Temples in Jiangnan,Unidentified artist,Ming dynasty (1368–1644),early 15th century,Paintings,http://www.metmuseum.org/art/collection/search/45665
"明   佚名   瑤臺獻壽圖   扇|Paying homage to Xiwangmu, the Queen Mother of the West",Unidentified artist,Ming dynasty (1368–1644),15th century,Paintings,http://www.metmuseum.org/art/collection/search/45666
明  佚名  貍奴芭蕉圖  冊頁|Frolicking Kittens under a Banana Tree,Unidentified artist,Ming dynasty (1368–1644),15th century,Paintings,http://www.metmuseum.org/art/collection/search/45667
明  佚名  犬戲圖  冊頁|Puppies Playing beside a Palm Tree and Garden Rock,Unidentified artist,Ming dynasty (1368–1644),15th century,Paintings,http://www.metmuseum.org/art/collection/search/45668
明　周文靖　漁隱圖　軸|Rustic retreat among fishermen,Zhou Wenjing,Ming dynasty (1368–1644),15th century,Paintings,http://www.metmuseum.org/art/collection/search/45669
"一鱖禾蟹圖|Flowers, fish, and crabs",Liu Jie,Ming dynasty (1368–1644),mid-16th century,Paintings,http://www.metmuseum.org/art/collection/search/45670
明   徐敬   嵗寒清白圖   軸|The Pure Whiteness of Winter,Xu Jing,Ming dynasty (1368–1644),dated 1441,Paintings,http://www.metmuseum.org/art/collection/search/45671
,Ma Liang|Unidentified artist,Ming dynasty (1368–1644),,Paintings,http://www.metmuseum.org/art/collection/search/45672
明  佚名  舊傳李唐  四時山水圖  卷|The Four Seasons,Li Tang|Unidentified artist,Ming dynasty (1368–1644),15th century,Paintings,http://www.metmuseum.org/art/collection/search/45673
明　佚名　舊傳夏珪　長江萬里圖　卷 (後半)|Second half of Ten Thousand Li of the Yangzi River,Unidentified artist,Ming dynasty (1368–1644),late 15th century,Paintings,http://www.metmuseum.org/art/collection/search/45674
明  姚綬  文飲圖  卷|Drinking and Composing Poetry,Yao Shou,Ming dynasty (1368–1644),1485,Paintings,http://www.metmuseum.org/art/collection/search/45675
明  林良  二鷹圖  軸|Two hawks in a thicket,Lin Liang,Ming dynasty (1368–1644),mid- 15th century,Paintings,http://www.metmuseum.org/art/collection/search/45676
元     佚名     倣夏永    呂洞賓過岳陽樓    冊頁|明   佚名   呂洞賓過岳陽樓圖   冊頁|The Immortal Lü Dongbin Appearing over the Yueyang Pavilion,Unidentified artist,Ming dynasty (1368–1644),15th–16th century,Paintings,http://www.metmuseum.org/art/collection/search/45677
明  蔣嵩  漁舟弄笛圖  軸|Fisherman Playing a Flute,Jiang Song,Ming dynasty (1368–1644),,Paintings,http://www.metmuseum.org/art/collection/search/45678
明  佚名  傳蔣嵩  漁樂圖  軸|Fishing Boats on the River,Xia Gui|Jiang Song,Ming dynasty (1368–1644),,Paintings,http://www.metmuseum.org/art/collection/search/45679
明　傳蔣嵩　冬景山水圖　卷|Winter landscape,Jiang Song,Ming dynasty (1368–1644),first half 16th century,Paintings,http://www.metmuseum.org/art/collection/search/45680
明   佚名   風雨艤舟圖   團扇|Misty Landscape,Unidentified artist,Ming dynasty (1368–1644),15th–16th century,Paintings,http://www.metmuseum.org/art/collection/search/45681
明  沈周  秋林閒釣圖  軸|Silent fisherman in an autumn wood,Shen Zhou,Ming dynasty (1368–1644),dated 1475,Paintings,http://www.metmuseum.org/art/collection/search/45682
明 沈周 溪山秋色圖 卷|明  沈周  溪山秋色圖  卷明  楷書溪山秋色圖  引首|Autumn Colors among Streams and Mountains,Shen Zhou,Ming dynasty (1368–1644),ca. 1490–1500,Paintings,http://www.metmuseum.org/art/collection/search/45683
,Shen Zhou,Ming dynasty (1368–1644),,Paintings,http://www.metmuseum.org/art/collection/search/45685
,Soga Chokuan,Edo period (1615–1868),late 18th–early 19th century,Paintings,http://www.metmuseum.org/art/collection/search/45686
筆者不詳　竹林七賢図|Seven Sages of the Bamboo Grove,,Edo period (1615–1868),,Paintings,http://www.metmuseum.org/art/collection/search/45687
八仙図|Eight Daoist Immortals Welcoming Jurōjin,,Edo period (1615–1868),17th century,Paintings,http://www.metmuseum.org/art/collection/search/45689
八仙図|Eight Daoist Immortals Welcoming Jurōjin,,Edo period (1615–1868),17th century,Paintings,http://www.metmuseum.org/art/collection/search/45690
,,Edo period (1615–1868),17th century,Paintings,http://www.metmuseum.org/art/collection/search/45691
山水図|River Landscape in Evening,Kano Motonobu,Muromachi period (1392–1573) or Momoyama period (1573–1615),16th century,Paintings,http://www.metmuseum.org/art/collection/search/45692
伝狩野山楽筆　粟に小禽図屏風|Autumn Millet and Small Birds,Kano Sanraku,Edo period (1615–1868),,Paintings,http://www.metmuseum.org/art/collection/search/45693
伝狩野永徳筆　唐美人唐子図屏風|Chinese Women and Children in a Palace Garden,Kano Eitoku,Edo period (1615–1868),17th century,Paintings,http://www.metmuseum.org/art/collection/search/45695
,Isei,Muromachi period (1392–1573),,Paintings,http://www.metmuseum.org/art/collection/search/45696
,Isei,Muromachi period (1392–1573),,Paintings,http://www.metmuseum.org/art/collection/search/45697
狩野探幽筆　神農・夏冬山水図|Winter Landscape,Kano Tan'yū,Edo period (1615–1868),1662,Paintings,http://www.metmuseum.org/art/collection/search/45698
狩野探幽筆　神農・夏冬山水図|Portrait of Emperor Shennong,Kano Tan'yū,Edo period (1615–1868),1665,Paintings,http://www.metmuseum.org/art/collection/search/45699
狩野探幽筆　神農・夏冬山水図|Summer Landscape,Kano Tan'yū,Edo period (1615–1868),1662,Paintings,http://www.metmuseum.org/art/collection/search/45700
狩野探幽・狩野尚信・清原雪信　花鳥図屏風|Birds and Flowers,Kano Tan'yū|Kiyohara Yukinobu|Kano Naonobu,Edo period (1615–1868),17th century,Paintings,http://www.metmuseum.org/art/collection/search/45701
